0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
163,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
19,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
0,0,192,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,0,0,123,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0
0,0,0,3,186,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
0,0,0,0,0,137,0,0,0,0,7,5,0,0,18,9,0,0,8,0,2,0,0,0,10,0,0,0,0
1,1,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0
0,0,2,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,9,0,0,9
0,0,0,0,0,0,0,0,173,15,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,6,131,0,0,0,0,1,0,0,0,2,0,22,23,0,0,7,2,0,0,0
0,0,0,0,0,2,0,0,3,0,119,28,0,2,25,6,0,0,2,0,6,1,0,0,1,1,0,0,1
0,0,0,0,0,4,0,0,0,0,17,153,1,0,3,5,0,0,0,0,4,0,0,0,9,1,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,2,0,0,0,0,0,1,0,3,0,0,179,0,0,0,0,1,0,1,0,2,0,0,0,0,0,8
0,0,0,0,0,25,0,0,0,2,14,13,0,1,100,8,0,1,15,0,2,0,0,0,8,9,0,0,0
0,0,0,0,0,23,0,0,0,5,21,16,0,0,15,46,0,0,2,0,10,1,1,0,54,1,0,0,0
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,5,0,1,0,0,1,0,0,7,2,1,0,0,164,0,0,0,7,0,5,3,0,0,1
0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,186,1,0,0,0,0,0,0,0,3
0,0,1,0,0,0,0,0,3,12,7,6,0,1,0,0,0,0,1,1,142,3,1,0,17,0,0,0,0
0,0,0,0,0,0,0,0,1,32,2,0,0,0,0,1,0,0,0,4,8,149,0,0,0,0,0,0,0
0,0,3,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,9,0,0,0,113,0,0,7,0,0,45
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0
0,0,0,0,0,13,0,0,0,5,8,9,0,0,5,32,0,0,6,0,16,0,1,0,99,1,0,0,0
0,0,0,0,0,0,0,8,1,1,3,2,0,3,3,0,0,0,1,0,0,0,7,0,1,160,0,0,7
0,0,0,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0
0,0,1,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,4,0,0,0,32,0,1,6,0,0,141
