0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
164,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0
15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3
0,1,2,147,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
0,1,2,2,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,0
0,0,0,0,0,136,0,0,0,0,3,7,0,0,18,13,0,0,2,1,1,3,0,0,16,0,0,0,0
2,0,0,0,0,0,191,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0
0,0,4,0,0,0,0,119,0,0,1,0,0,0,0,0,0,0,5,0,0,0,39,0,0,15,0,0,17
0,0,2,0,0,0,0,0,172,9,1,1,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,4,131,3,1,0,0,0,0,0,0,0,1,37,18,0,0,4,0,0,0,0
0,0,0,0,0,6,0,0,8,3,91,22,0,4,18,21,0,0,1,0,13,0,0,0,4,8,0,0,1
0,0,0,0,0,4,0,0,0,2,11,154,0,0,14,5,0,0,0,0,1,0,0,0,5,4,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,0,0,7,1,0,0,0,173,1,0,0,0,0,3,2,0,2,0,0,1,0,0,10
0,0,0,0,1,41,0,0,0,1,15,24,0,0,81,20,0,0,5,0,4,0,0,0,4,4,0,0,0
0,0,0,0,0,30,0,0,0,0,16,26,0,1,10,64,0,0,3,0,13,1,0,0,36,0,0,0,0
16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,2,0,0,0,0,0
0,0,1,0,0,7,0,0,0,0,3,0,0,3,2,4,0,0,170,0,2,0,4,0,0,0,0,0,4
0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,194,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,34,10,0,0,0,0,4,0,0,0,0,127,11,0,0,9,2,0,0,1
0,0,0,0,0,3,0,0,9,17,0,1,0,3,1,0,0,0,0,0,9,155,0,0,2,0,0,0,0
0,0,6,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,8,0,0,0,121,0,0,6,0,0,23
1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,194,0,0,0,0,0
0,0,0,0,0,31,0,0,0,2,16,6,0,0,12,44,0,0,5,0,25,2,0,0,57,0,0,0,0
0,0,2,0,0,0,0,17,0,0,2,0,0,0,5,0,0,0,3,0,0,0,7,0,0,163,0,0,1
0,0,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,199,0
0,0,1,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,3,0,0,0,33,0,0,6,0,0,137
