mean,median,std,variance,min,max,amplitude,skewness,kurtosis,energy,rms,mean_abs_diff,var_diff,autocorr_lag1,shannon_entropy,shannon_entropy_norm,unique_symbols,idioma,nome_idioma,length
104.06769230769231,102.0,438.42255363529677,192214.33553609467,10.0,22825.0,22815.0,41.46802813000519,1883.0592695106855,1715725350.0,450.6045052131006,44.48147709788141,126114.13774066286,0.6719826649550575,3.2733062117051626,0.7139213586427159,98,fr,Francês,8450
99.18363136176066,103.0,219.62468258905065,48235.00120234125,9.0,8722.0,8713.0,36.314165849432854,1361.140929170259,759935347.0,240.9821444266087,45.50775697363393,97064.86029313931,-0.006089950099236964,3.234723756585944,0.7170969860428441,91,fr,Francês,13086
114.37039227281687,101.0,443.12264810116073,196357.68126018514,10.0,8226.0,8216.0,18.0879440729017,327.83210331316457,1062480333.0,457.6442591017866,81.47634069400631,394963.6560761626,-0.005527883162958693,3.4059811326917973,0.7626626079620052,87,fr,Francês,5073
98.1288859239493,101.0,233.22462423536274,54393.72534972615,10.0,8217.0,8207.0,33.72447753611371,1170.4030798082015,479852412.0,253.02767359006722,49.2736856151588,108886.51947112357,-0.0007777310607827159,3.289682940378827,0.7328913882536534,89,fr,Francês,7495
99.59284890426758,103.0,228.52795385424182,52225.02569280647,10.0,8722.0,8712.0,34.92762438782681,1270.1332441863735,431029128.0,249.2865043392336,47.37837058399423,103678.12904252019,0.007532693552775909,3.23511826317541,0.7120643537813809,94,fr,Francês,6936
98.93582204039888,101.0,246.2281969089611,60628.32495303812,10.0,8224.0,8214.0,32.13139393486593,1057.0113297677112,550798816.0,265.36130433024255,48.48190768443933,122275.32245650956,-0.0082725143254078,3.3913749428512303,0.7500074107985986,92,fr,Francês,7822
89.65234780032588,101.0,37.15468085754918,1380.4703096263315,10.0,322.0,312.0,0.02795460553506829,2.6434312771091033,63581011.0,97.04645163908327,30.438814814814815,2127.6930299259257,0.22946636407014004,3.440052739418688,0.7722910924148351,86,fr,Francês,6751
92.35790859507242,101.0,41.88980838619618,1754.756046632232,10.0,351.0,341.0,0.8262434491160507,3.076798407782653,54683959.0,101.41370384069396,35.02182091798345,2810.350598672548,0.19933880810036217,3.3976013763417714,0.7607862244522275,87,fr,Francês,5317
91.29315649867374,101.0,38.76319319664521,1502.5851468004416,10.0,339.0,329.0,0.4533347548549822,2.647501873107431,92713966.0,99.18178043517759,34.6098259762309,2694.7252510185135,0.10336137630245873,3.30451219258106,0.7399418225327461,87,fr,Francês,9425
95.77859820515734,103.0,95.6252575268491,9144.189877076209,10.0,8217.0,8207.0,69.63787619159456,5906.892956985367,161250975.0,135.34300776627205,38.52942513065212,18067.747092811787,0.012159908021441243,3.2599943474395405,0.7318680225454083,86,fr,Francês,8803
