idioma,nome_idioma,energy_mean,energy_variance,energy_min,energy_max,energy_amplitude,spectral_skewness,spectral_kurtosis,mean_interband_diff,var_interband_diff,spectral_entropy,spectral_entropy_norm,effective_scales,spectral_flatness,energy_cdf_50,energy_cdf_80,length
ca,Catalão,1.3877787807814457e-17,0.9032730794342678,0.09031251537856577,0.9491316735396231,0.9491903210042786,0.9999813698356158,0.9999748525689465,0.7986481678251743,0.9047945116746416,0.08584964251987948,0.08584964251987945,0.016497410281716487,0.06100535812552725,0.0,0.0,0.0040017110764602876
ca,Catalão,1.3877787807814457e-17,0.23219514656522017,0.1248763573661771,0.4645998530056189,0.47576163244926856,0.9738332951275271,0.9643060931548759,0.667429870995281,0.23159553182659204,0.6599269789132247,0.6599269789132245,0.33679780290571454,0.47485888410303206,0.14285714285714285,0.6666666666666666,0.028163766576053212
ca,Catalão,2.0816681711721685e-17,0.2818172006089181,0.0995445923224287,0.5156660385888475,0.5263259051240241,0.9810962076059223,0.9743198034540805,0.6921522805099478,0.2721394310623934,0.6094156325274636,0.6094156325274634,0.2830014667447769,0.42004696057870167,0.0,0.6333333333333333,0.04738577874677449
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8077197645812945,0.1217076643439798,0.8961132998630923,0.8965360616976502,0.9999356137231267,0.999913093920357,0.7540425334059732,0.8091758302537692,0.16750288723387352,0.1675028872338735,0.036491585916147956,0.11946700447991941,0.0,0.0,0.05661731223005699
ckb,Sorani central kurdish,1.3877787807814457e-17,0.805848443388911,0.09370168325735152,0.8950374783223791,0.896350173509941,0.9999104444150776,0.9998792118905575,0.7587698388658954,0.810287494130911,0.1687028359704445,0.16870283597044441,0.036822104455667526,0.11867876078446231,0.0,0.0,0.03917537153817495
ckb,Sorani central kurdish,6.938893903907228e-18,0.7941159593354409,0.12510408842489662,0.88831423177739,0.8888282024673406,0.9999239614935932,0.9998973672742074,0.7547549666976391,0.7972119283833752,0.17901510140132054,0.17901510140132046,0.039710417959362906,0.12783627650581075,0.0,0.0,0.004526073217513707
ckb,Sorani central kurdish,6.938893903907228e-18,0.8173129125792765,0.10930050273389035,0.9015761411582629,0.9022440015926185,0.9999519335981135,0.9999351208786663,0.761600774127022,0.8174822390214004,0.15949101319937237,0.15949101319937234,0.034313963734711114,0.11401560597680328,0.0,0.0,0.004567470228649492
ckb,Sorani central kurdish,2.0816681711721685e-17,0.8201754226366155,0.1140617667590766,0.9031944383304776,0.9036749549094002,0.9999379790948467,0.9999162805217695,0.7604591215259283,0.8212105219782592,0.1568488862582325,0.15684888625823248,0.033606845493077644,0.11142281521316015,0.0,0.0,0.030054230084587893
ckb,Sorani central kurdish,1.3877787807814457e-17,0.7049759552222814,0.1531310992680091,0.8354742639813063,0.8364516472816127,0.9998627651377532,0.999814703326375,0.7177324218861075,0.7034089347069823,0.2547713336438489,0.25477133364384885,0.06379286498719076,0.18608150208750612,0.0,0.16666666666666666,0.0068581048448302095
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8059745332738931,0.05749673686632545,0.8950791703334473,0.8975063599133328,0.999807051304377,0.9997396939481785,0.7596496639932097,0.812461684695286,0.16713327389141974,0.16713327389141971,0.03639000939862248,0.11178720907987129,0.0,0.0,0.004222495135851198
ckb,Sorani central kurdish,2.0816681711721685e-17,0.31370814341854764,0.1364842608801598,0.5474733598374268,0.5561962655958764,0.9920323417700975,0.9891877736100347,0.6482726469559753,0.3139297000150689,0.591750591646545,0.5917505916465449,0.26596986535524086,0.4458615317774573,0.0,0.6333333333333333,0.006043963625826224
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8113057018071833,0.11447081494821942,0.8981618477158159,0.898756144837501,0.999951097707226,0.9999340068101666,0.7584216483177434,0.8072148707671353,0.16461918421873606,0.16461918421873603,0.03570196964506264,0.11781218307902643,0.0,0.0,0.005022837351143256
ckb,Sorani central kurdish,6.938893903907228e-18,0.5533465616724614,0.1332486574184112,0.7361821627825194,0.7402656958133809,0.995397740995939,0.993718282007095,0.7283039943604781,0.5571215319493512,0.3686888991466992,0.3686888991466991,0.11157608468742754,0.23853937301885753,0.0,0.2,0.008872759386772275
ckb,Sorani central kurdish,1.3877787807814457e-17,0.5328847068075947,0.12347663457254117,0.7209767843853905,0.725743266087346,0.9913756020434263,0.9881374081668315,0.7100317232669466,0.4934952926653132,0.3770187821058384,0.3770187821058384,0.11572810303715171,0.22985591896758062,0.0,0.16666666666666666,0.002580413694131284
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8335955864580272,0.11635707520813235,0.9107699913228487,0.9109895393948302,0.999960278208598,0.9999463771471239,0.7637551481482671,0.8324941723840924,0.14564326015622564,0.14564326015622556,0.030667286022841536,0.10397292164047835,0.0,0.0,0.03503567042459535
ckb,Sorani central kurdish,2.0816681711721685e-17,0.7963064472564736,0.14156646554609253,0.8895147562928515,0.8894913417523654,0.9997230881313343,0.9996231724641499,0.7426737556667494,0.7746730244094074,0.1757193951969102,0.17571939519691018,0.038777941967082716,0.12316451028748611,0.0,0.0,0.05440947163614787
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8138887849391049,0.1360868080339669,0.8996296806132416,0.8995210871092735,0.9999452570159894,0.9999260365760254,0.7530938539215413,0.8065858643073184,0.16238477307169535,0.16238477307169533,0.03509466186320878,0.116258516471953,0.0,0.0,0.005602395507044403
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8257864896370641,0.14185591385746077,0.9063764668038444,0.9059206835901367,0.9999714862709927,0.9999614997097698,0.7640774962689844,0.8229020487363732,0.15251044717829698,0.15251044717829695,0.03245741455168709,0.10973374210251897,0.0,0.0,0.004388083180394381
ckb,Sorani central kurdish,1.3877787807814457e-17,0.7926706353821646,0.11918171009184976,0.8874803188383981,0.8881977111257902,0.9999178819571178,0.9998891750795013,0.7553775399804235,0.7932473076278085,0.18017079569621341,0.1801707956962134,0.040039520038142276,0.128427884745687,0.0,0.0,0.004277691150698926
ckb,Sorani central kurdish,1.3877787807814457e-17,0.7787348400316337,0.13455363393367797,0.8794161203853254,0.8798623924672925,0.9999127811123598,0.9998822394135459,0.7463330038567466,0.7800828987156351,0.19208263271152093,0.1920826327115209,0.04349658246987337,0.13773192550217805,0.0,0.0,0.01751093571044171
ckb,Sorani central kurdish,1.3877787807814457e-17,0.26508673061222854,0.41562101072872576,0.5022703815809159,0.5035277554503023,0.9979611571846082,0.9972375347926373,0.4786486569902209,0.26228980949592834,0.650364402122749,0.6503644021227488,0.3260003317916785,0.5388890583824004,0.047619047619047616,0.6333333333333333,0.003297961887151757
ckb,Sorani central kurdish,1.3877787807814457e-17,0.8090192098612959,0.12064896555251886,0.8968502797887744,0.8972871542239985,0.9999212621436624,0.9998936870002607,0.7543736874196683,0.8035189116193427,0.16622338036866696,0.16622338036866693,0.036140416889416924,0.1180320269754145,0.0,0.0,0.0018904635085346955
ckb,Sorani central kurdish,1.0408340855860843e-17,0.5906865863288481,0.1318582332810963,0.7614728401337174,0.7649640867772279,0.9954620206563449,0.9937840680452348,0.6946610182700077,0.5571274583792403,0.33576665637836,0.3357666563783599,0.09611228581136373,0.21442664638494668,0.0,0.16666666666666666,0.0238860754253543
ckb,Sorani central kurdish,1.0408340855860843e-17,0.844001912693159,0.05585497347884456,0.9165822585764741,0.9185200241932573,0.99990992537912,0.9998785342555803,0.7705198651810921,0.8494695672715125,0.13576388287737712,0.13576388287737703,0.028153611913547844,0.09250609076974113,0.0,0.0,0.10669389670065821
ckb,Sorani central kurdish,2.0816681711721685e-17,0.8127166059114816,0.13787130909566314,0.8989664536040491,0.89881953202193,0.9999566326937467,0.9999414345113425,0.7566335289357266,0.8114049953302377,0.16351710126861502,0.163517101268615,0.0354019347954765,0.1174666053923246,0.0,0.0,0.008031020160344432
ckb,Sorani central kurdish,1.3877787807814457e-17,0.7729990054802203,0.15370978608144692,0.8760839384878762,0.8760236555653894,0.999938036282041,0.9999163103567441,0.7385114046039589,0.7666109182236078,0.1972893320081655,0.19728933200816548,0.04504554572753744,0.142793428962681,0.0,0.0,0.009231533483282511
