idioma,nome_idioma,mean,median,std,variance,min,max,amplitude,skewness,kurtosis,energy,rms,mean_abs_diff,var_diff,autocorr_lag1,shannon_entropy,shannon_entropy_norm,unique_symbols,length
ar,Árabe,0.4321316188596548,0.5226351351351352,0.17080087364359503,0.03118936676380515,1.0,0.01193617288604096,0.01193617288604096,0.01143259440878365,9.364535368682061e-05,0.033439773422077365,0.32612183002243056,0.3150668743625193,0.037739158412168954,0.42994888199694437,0.7714068979375606,0.8110791984322452,0.3061224489795918,0.023127130221198028
ar,Árabe,0.4785061674937704,0.5243243243243244,0.15529411492024608,0.025983907362682267,1.0,0.06348944591029024,0.06348944591029024,0.00934855806280322,0.0004564757585298908,0.03082073541572266,0.3451044392558447,0.34228759057363906,0.04194688377046523,0.2057592903605128,0.7129124966407858,0.7886381483684566,0.2312925170068027,0.007962025141784762
ar,Árabe,0.47555777170629043,0.5239864864864865,0.15454681637891082,0.025745020624600386,1.0,0.011739854253046864,0.011739854253046864,0.006547700001376085,0.00020146004755774275,0.028900255837924778,0.34304888122685523,0.3298216062483248,0.03942784133725175,0.2516741628737408,0.6984892512138805,0.8452283556908846,0.1224489795918367,0.0041672991210034704
ar,Árabe,0.4707478441358265,0.5243243243243244,0.15993955422870054,0.027493596317274965,1.0,0.06348944591029024,0.06348944591029024,0.011673720390120945,0.0005285425205125178,0.039425868111595624,0.342727388190577,0.3316542379990591,0.04128486834046812,0.26827460438026624,0.7323833371765942,0.7800279880965144,0.28571428571428575,0.02968165698436573
ar,Árabe,0.45445257190656557,0.5239864864864865,0.18177996525965945,0.0351615853338641,1.0,0.06352085689156929,0.06352085689156929,0.02907492863005118,0.0015308447196251593,0.030910484029837065,0.3442991431244456,0.32610015684380345,0.0493220055458791,0.3231004464196226,0.7455233324638926,0.8123428779679598,0.25170068027210885,0.00850018628655011
ar,Árabe,0.48517591745833344,0.5233108108108109,0.5975153255219482,0.36044855246438856,1.0,0.4281473803241613,0.4281473803241613,0.21207897076693052,0.034903082979617535,0.1310405508349226,0.6728427187323363,0.39038799916784656,0.2562896834971357,0.707095759739087,0.789122497559553,0.7591213583249086,0.46938775510204084,0.02167823483144518
ar,Árabe,0.045266499183818656,0.0,0.1655066181439096,0.02935884183554499,1.0,0.07927346400301545,0.07927346400301545,0.12271027202318752,0.011823528310091574,0.01593815761259442,0.15766478410543483,0.06675979387518743,0.034908617714002554,0.4415309551798009,0.0,0.0,0.28571428571428575,0.09307428003698134
ar,Árabe,0.46602756491158126,0.5239864864864865,0.15892931324113563,0.027161664997242298,0.0,0.011739854253046864,0.011747706998366627,0.007770179440086669,0.00017061650172043495,0.027467908174640607,0.33952913581123034,0.3255455516079445,0.03897081042600396,0.30527706166113955,0.719705668539891,0.8166134783557164,0.1972789115646258,0.002014654541942079
ar,Árabe,0.47601478430089994,0.5243243243243244,0.1587862817897549,0.027114832263163753,1.0,0.06348944591029024,0.06348944591029024,0.012676022386169956,0.0006756562838522143,0.029516103079158217,0.3452433892943316,0.33207252793775177,0.0417006455649705,0.2481100493476548,0.7182175088358229,0.7615178316915461,0.292517006802721,0.004802053291752345
ar,Árabe,0.4750303972669797,0.5246621621621622,0.15798848758124814,0.02685435070573529,1.0,0.06753360974996858,0.06753360974996858,0.011327114274276807,0.0005906716426430456,0.04862447415702749,0.344306081762237,0.32811320672921584,0.0405805076949349,0.26302533893653496,0.7269494440845854,0.7674036500583583,0.2993197278911564,0.05086312768218135
ar,Árabe,0.4765197275656302,0.5239864864864865,0.15379886158800657,0.02550702656406553,1.0,0.012705741927377811,0.012705741927377811,0.006489784139980831,0.0002031317654630182,0.06860348716954034,0.34327406206495603,0.32491022898716704,0.03880212219612861,0.25745596526545794,0.7171002462721157,0.7258999962019133,0.3673469387755102,0.0995736107853013
ar,Árabe,0.4782920689011919,0.5246621621621622,0.15988828825873813,0.02747670357541557,1.0,0.06348944591029024,0.06348944591029024,0.015327298036447057,0.0009039541800656743,0.04944311787769333,0.3470708027071649,0.3554239402146235,0.04578340896088521,0.17704222788300192,0.670653609004225,0.8186853074347074,0.11564625850340138,0.0510563137341484
ar,Árabe,0.44265365473739765,0.522972972972973,0.17147009438960162,0.03142468846042267,1.0,0.06352085689156929,0.06352085689156929,0.016566282531575972,0.0005852525692191598,0.03291615459963616,0.33235827652123795,0.3117753331594065,0.03958636845442781,0.40250408095475976,0.7907044786258792,0.7557429475378745,0.4829931972789115,0.01869765002966786
ar,Árabe,0.433339088158081,0.5233108108108109,0.1784438976749591,0.03392946655751177,1.0,0.06352085689156929,0.06352085689156929,0.020633375624437983,0.0007843113228931856,0.025831812466208557,0.33082275701535135,0.3158576583088531,0.042357421934240934,0.408652787387604,0.7941167950908274,0.7967796581425262,0.38775510204081626,0.0011729153155142225
ar,Árabe,0.47856841623121216,0.5239864864864865,0.154909060912668,0.02586068077695436,1.0,0.06352085689156929,0.06352085689156929,0.009203591072127029,0.00044768317015963187,0.03240169519650295,0.3449676603421563,0.33883428988241326,0.04130698184395487,0.21521905556578141,0.6811908953258583,0.8589589017816519,0.08163265306122447,0.011784349169989938
ar,Árabe,0.4760163249140038,0.5246621621621622,0.1545815510408911,0.025756099754082763,1.0,0.011739854253046864,0.011739854253046864,0.006538876030293,0.0002017245267762413,0.03621657586796544,0.3433318778286244,0.33591335272262846,0.04016143446047606,0.23653836273780882,0.6803080668737991,0.8142796831156605,0.13605442176870747,0.02165063682402131
ar,Árabe,0.48341979544826663,0.5239864864864865,0.4369869428872534,0.19446043223090603,1.0,0.42969437115215475,0.42969437115215475,0.29515611875048803,0.07487588055486612,0.06908865488207756,0.535401961076743,0.368450962896907,0.15047508717245855,0.672239127036732,0.7204777223619458,0.7539445929529727,0.31292517006802717,0.005892174584994969
ar,Árabe,0.4435445882564532,0.5233108108108109,0.19701207197569823,0.04106610568964558,1.0,0.06352085689156929,0.06352085689156929,0.03754217710371925,0.0018940772381768132,0.03464783284443335,0.34659920893481017,0.349044910480413,0.05895124572600198,0.29986853297601324,0.7922709609932252,0.8100358519874449,0.35374149659863946,0.016407015413487144
ar,Árabe,0.4473914801486168,0.522972972972973,0.16864007194926764,0.030435580475105868,1.0,0.06352085689156929,0.06352085689156929,0.01408945547470054,0.0004427204397704407,0.10322400538471205,0.3335897550704098,0.3360318515030874,0.04171776080707895,0.34090108621342585,0.7935767436129819,0.7205077031575298,0.5986394557823129,0.1965254108653355
ar,Árabe,0.4599007059573531,0.5236486486486487,0.16087075188982894,0.027801338773849948,1.0,0.011739854253046864,0.011739854253046864,0.008524707678115804,0.0001531582663186917,0.02714901484924343,0.3369155306887089,0.30556668202583903,0.03657782605856533,0.3712881541641125,0.7524909028582423,0.7625979490186472,0.3673469387755102,0.002207840593909119
ar,Árabe,0.43020641709848917,0.5226351351351352,0.17164224758651475,0.031485366399578406,1.0,0.011739854253046864,0.011739854253046864,0.011589116568414118,9.066350029087432e-05,0.02617653622269848,0.32548659879974506,0.31918218561143125,0.038247136342700404,0.42728554288759535,0.7625721396361791,0.8231285348947563,0.2653061224489796,0.004153500117291542
ar,Árabe,0.4240842968519154,0.5222972972972973,0.17564973414042412,0.03291437565135569,1.0,0.06352085689156929,0.06352085689156929,0.014900051240168922,0.0002891071841499254,0.0445768694469375,0.32421592251736747,0.31269733615847484,0.038713454420872546,0.4487158137814429,0.7813455139894419,0.8049750515494318,0.3401360544217687,0.05391270750251832
ar,Árabe,0.4705033010630011,0.522972972972973,0.15656411850094631,0.026392411195945344,1.0,0.011928320140721196,0.011928320140721196,0.007185775206783622,0.0001850549710477244,0.04704919009564765,0.3410256112935312,0.32341997604558587,0.03867406538849406,0.2883972661442899,0.6982084778311428,0.8105265591683539,0.17006802721088438,0.04913825221818985
ar,Árabe,0.49971777724989697,0.5239864864864865,0.14230621283795533,0.02198881899239033,1.0,0.011739854253046864,0.011739854253046864,0.0030504818424698064,0.0003039371430599,0.035598205772707135,0.3520569817405795,0.30741907821926245,0.03671899923225112,0.17498272420791813,0.6452659386636257,0.8351268212687586,0.06122448979591838,0.016213829361520105
ar,Árabe,0.4909354423382234,0.5233108108108109,0.14691296600023704,0.02336779952613139,1.0,0.011944025631360723,0.011944025631360723,0.004378059620722137,0.0002625757656890324,0.06348111446141969,0.3487495249828423,0.3300661064064054,0.039373697038865216,0.1667385931533484,0.6605072255935798,0.7354769058499218,0.22448979591836732,0.08278022326788007
ar,Árabe,0.49465083012234023,0.5243243243243244,0.14522956693819936,0.02285904155625057,1.0,0.011739854253046864,0.011739854253046864,0.0038542477160632763,0.0002785377151852504,0.0330256629983276,0.35024499559969735,0.34429513089493097,0.04110704415876805,0.10383531837582194,0.6489658688397575,0.8523732425984962,0.047619047619047616,0.011053001973257537
ar,Árabe,0.4163656096898363,0.5222972972972973,0.17533787812200927,0.03280203640373419,1.0,0.011739854253046864,0.011739854253046864,0.01292697950470678,6.867862795206485e-05,0.03233536643290779,0.31979843542432,0.31532917471474964,0.03771691434745996,0.4633023878140419,0.8025685359586361,0.8054902624009113,0.38775510204081626,0.02340311029543668
ar,Árabe,0.47761087493361054,0.5239864864864865,0.15342661672771143,0.02538899186623291,1.0,0.011739854253046864,0.011739854253046864,0.006310990128883918,0.00020781596020631683,0.03508487872997529,0.3437448226901918,0.3172374842735971,0.03790426446448973,0.27306330641435395,0.7062397026827947,0.7737177454816369,0.24489795918367346,0.01873904704080366
ar,Árabe,0.4500092625886264,0.5233108108108109,0.17130498258981222,0.031366547259369486,1.0,0.06359153159944717,0.06359153159944717,0.01729152483080274,0.0007006574443366873,0.02741513778103647,0.33641122412668906,0.3246298569684477,0.04195174679785894,0.3592513153607769,0.7837602940165203,0.8075003567556553,0.3401360544217687,0.003063378824048904
ar,Árabe,0.4751807715473302,0.5239864864864865,0.15478533196857314,0.02582114658033452,1.0,0.011739854253046864,0.011739854253046864,0.006636609229312744,0.00019918005751505,0.0289912686091008,0.3429366638461481,0.34496745154089814,0.041258113625522695,0.21489540696655368,0.6914901978023991,0.7941075493544418,0.18367346938775514,0.00442948019153018
arz,Árabe egípcio,0.4660404817917381,0.5246621621621622,0.17035625522488243,0.03103351137619089,1.0,0.06356012061816811,0.06356012061816811,0.021569911483821966,0.0011713908485752654,0.03256086873570933,0.3450161985276881,0.3237440851768446,0.04439837357021912,0.3075957085019198,0.6904512452134988,0.7387732508897029,0.27891156462585037,0.012143123266500161
arz,Árabe egípcio,0.4704916645899819,0.5246621621621622,0.16839840398343714,0.030351847988228164,1.0,0.06352085689156929,0.06352085689156929,0.02126232923058053,0.0012074150581355728,0.03330415847017552,0.3465990126675108,0.33338995374079156,0.04578215646555618,0.26434133685789757,0.6861545453197821,0.779633854720128,0.1972789115646258,0.013233244559742785
arz,Árabe egípcio,0.4593932538473948,0.5246621621621622,0.16579588219750563,0.029457429702330003,1.0,0.06352085689156929,0.06352085689156929,0.013765653071183643,0.0005440926466271879,0.030116111977894544,0.3389968237004894,0.3409792656162771,0.04299257124400239,0.2916139532077112,0.69430407688238,0.764580309907785,0.23809523809523808,0.008734769349652963
arz,Árabe egípcio,0.45577420936869417,0.5246621621621622,0.16698007777563506,0.029862750912981097,1.0,0.06352085689156929,0.06352085689156929,0.01393854217049294,0.0005152812546694702,0.030775079461725637,0.33751533862174926,0.30888941267512615,0.03906878275171268,0.375426989833895,0.7194920310422277,0.7529045670686492,0.31292517006802717,0.01098400695469788
arz,Árabe egípcio,0.4428296179171778,0.5246621621621622,0.17214898507314266,0.031664312639113304,1.0,0.06352085689156929,0.06352085689156929,0.015581232908380326,0.0004970082588875724,0.026426729216058438,0.3328053639637906,0.32858400347020084,0.041713004886491455,0.37041372763691616,0.7399341220712286,0.7647997754574092,0.3333333333333333,0.001945659523382423
arz,Árabe egípcio,0.45401337663265523,0.5246621621621622,0.16594211226176578,0.02950733105943376,1.0,0.06352085689156929,0.06352085689156929,0.01195648305576547,0.00034476802876931795,0.028162840046430365,0.33600301977972635,0.31331497256279,0.03867667174966629,0.3740534958276111,0.7132734322533696,0.7562646813921132,0.292517006802721,0.005091832369702912
arz,Árabe egípcio,0.4590605091061499,0.5246621621621622,0.16632911553877175,0.029639600272802456,1.0,0.06352085689156929,0.06352085689156929,0.01441685864192148,0.0005882220105651911,0.026696845094076802,0.33906717541594333,0.3196540293304289,0.04070540727614798,0.3393479663978546,0.6957099758721517,0.7443876542412575,0.27891156462585037,0.00028977907795058044
arz,Árabe egípcio,0.4571489025214476,0.5246621621621622,0.1670736869860006,0.02989490896964239,1.0,0.06352085689156929,0.06352085689156929,0.014404581400560208,0.0005635203254659225,0.02744403233590597,0.33834335228370577,0.3196896341281864,0.04071037893446062,0.34556283284634465,0.6969030591936134,0.7562615060485922,0.2585034013605442,0.0024010266458761725
arz,Árabe egípcio,0.4653993128286058,0.5246621621621622,0.16585135809531262,0.02947635602136777,1.0,0.06352085689156929,0.06352085689156929,0.016286532450300463,0.0007973798222804488,0.02834927634824963,0.342455409994759,0.35164341983079117,0.045550682035526126,0.24401225815661118,0.6803540451071659,0.7690974525241392,0.20408163265306117,0.003063378824048904
arz,Árabe egípcio,0.45645174136330025,0.5246621621621622,0.16537426291793594,0.029313787128281126,1.0,0.06352085689156929,0.06352085689156929,0.011757283833379947,0.00035838969330637685,0.027628247711997254,0.33711349702932386,0.3074860702862994,0.038041707945146094,0.38125443335999964,0.719657402026594,0.7734909868878839,0.272108843537415,0.0033255598945756137
arz,Árabe egípcio,0.45054208954940567,0.5246621621621622,0.1675158044493975,0.030047025352636845,1.0,0.06352085689156929,0.06352085689156929,0.01237674670584368,0.0003443396921124594,0.026299751634058986,0.33481021404774164,0.3132050980453698,0.03873488571794325,0.38585555703158303,0.7093252051144494,0.7967790140204332,0.21088435374149656,0.0008693372338517275
arz,Árabe egípcio,0.44571530649863894,0.5239864864864865,0.17910591108251675,0.03417222468681852,1.0,0.06352085689156929,0.06352085689156929,0.024295457936890433,0.001142969067792862,0.030596467578019218,0.33803385542356507,0.3042081195004595,0.04352463525550766,0.3946435082017254,0.7486209014142817,0.7739040203280365,0.3333333333333333,0.010321654776525135
arz,Árabe egípcio,0.45024942764314385,0.5246621621621622,0.17097143486832428,0.031249258285173977,1.0,0.06352085689156929,0.06352085689156929,0.016602041838360723,0.0006525959237443423,0.03016615002798522,0.3363779140238971,0.32140467922701227,0.04161089284341101,0.3625294339236098,0.7185054068342074,0.7551332538327598,0.3061224489795918,0.00994908167630297
arz,Árabe egípcio,0.46125207310232225,0.5246621621621622,0.16671495974273237,0.02977176729359734,1.0,0.06352085689156929,0.06352085689156929,0.015771477131691698,0.0007118688919512396,0.03140843166119735,0.3405052056257539,0.32040744413472894,0.041463210490097324,0.3286279870111561,0.6970426005777539,0.7492873506172568,0.272108843537415,0.011273786032648447
arz,Árabe egípcio,0.4493716318699098,0.5246621621621622,0.17377030991695788,0.032240258736034665,1.0,0.06352085689156929,0.06352085689156929,0.019521802021945603,0.0008497372166280923,0.027524940830750824,0.3373076649559161,0.33411593657170985,0.04459040030857695,0.33398740581196124,0.723261449930324,0.7568817687889597,0.31292517006802717,0.002994383805489248
arz,Árabe egípcio,0.41288332816540746,0.5239864864864865,0.18295842215819533,0.035602072403111355,1.0,0.06352085689156929,0.06352085689156929,0.021255651830640675,0.0006552353826256218,0.026921950832590715,0.32210799487593983,0.2792476051991391,0.03778871775700507,0.5123410130186425,0.7849613092226466,0.8087563427745781,0.3401360544217687,0.007548055030426812
arz,Árabe egípcio,0.4506904963555179,0.5246621621621622,0.17007640786560888,0.03093561426183191,1.0,0.06352085689156929,0.06352085689156929,0.01570419693249967,0.0005894841209401693,0.034992574658391465,0.33617554142559647,0.33534318760564347,0.04289373788162161,0.33206166506613577,0.7263405944948191,0.750552975944742,0.3333333333333333,0.02210600394651506
arz,Árabe egípcio,0.46207579809293386,0.5246621621621622,0.16122321293287373,0.027918266193389298,1.0,0.012705741927377811,0.012705741927377811,0.008284959315556336,0.00015837403687611666,0.028207399354955198,0.3383330153891543,0.3201373066962074,0.0384997535240214,0.33620035486510597,0.6763090715121014,0.790640247271402,0.163265306122449,0.004291490154410854
arz,Árabe egípcio,0.4438981402855898,0.5239864864864865,0.17446873319710585,0.032489957974275736,1.0,0.06352085689156929,0.06352085689156929,0.01880139341055926,0.0007367274647280247,0.02936954924731699,0.3346002867263242,0.3125057435432181,0.04149596954594361,0.3926822442127315,0.737103929511173,0.7682217622949743,0.31972789115646255,0.008693372338517164
arz,Árabe egípcio,0.47145692291553587,0.5246621621621622,0.15977124946766677,0.027438157330847344,1.0,0.06352085689156929,0.06352085689156929,0.011425902213701596,0.0005176570898982556,0.0412454327712423,0.34305896749429415,0.3283210696715605,0.040888074365140026,0.27461298656760763,0.6840435197570691,0.7252074918398144,0.292517006802721,0.033890353116505
arz,Árabe egípcio,0.45792456162232975,0.5246621621621622,0.1666868896199888,0.02976214225781762,1.0,0.06352085689156929,0.06352085689156929,0.01430930676836292,0.0005666828801892288,0.027633423299529843,0.3385950073885561,0.31611892355303395,0.04018727800137662,0.35213747602408535,0.712318181735482,0.7421289825743764,0.31972789115646255,0.0027735997460983375
arz,Árabe egípcio,0.4459178940363059,0.5246621621621622,0.1730689145322305,0.03199046476303902,1.0,0.06352085689156929,0.06352085689156929,0.017773980348916377,0.0006921333209195948,0.026285399729771116,0.33500985824828455,0.30286315419941656,0.03983395628870672,0.4104125853465642,0.7420127658002176,0.7733894572595834,0.31972789115646255,0.0007589452041562722
arz,Árabe egípcio,0.45216537664141654,0.5246621621621622,0.17071063895675437,0.031157704608233316,1.0,0.06352085689156929,0.06352085689156929,0.016992313378728557,0.0006990905195442022,0.028111016138450177,0.33732761232893116,0.3204568063614837,0.04174307389745616,0.35799638398502687,0.7163703804048531,0.7699730309188131,0.272108843537415,0.004443279195242109
arz,Árabe egípcio,0.45877075674996676,0.5246621621621622,0.16842100871467144,0.03035967513522219,1.0,0.06352085689156929,0.06352085689156929,0.016912880370288954,0.0007687213725512684,0.027151426298404013,0.33992912981387363,0.3208861485672315,0.0419455404207354,0.33456919488797415,0.6964055384197596,0.7630852460919237,0.24489795918367346,0.001090121293242638
arz,Árabe egípcio,0.4588566902722881,0.5243243243243244,0.17365526781851484,0.03219922130880517,1.0,0.06352085689156929,0.06352085689156929,0.022753148966832004,0.0011734255778076135,0.029593202039653647,0.3425884763208987,0.3263236338504338,0.04513043044860665,0.32370834664671483,0.7127303772492795,0.7425629144791419,0.31972789115646255,0.006016365618402353
arz,Árabe egípcio,0.4432793927038558,0.5239864864864865,0.17109563678191134,0.031292907109471156,1.0,0.06352085689156929,0.06352085689156929,0.014793179149761464,0.00044933304269725356,0.031010767899476023,0.3325179623769507,0.3297046263926085,0.041464466653526315,0.36615249149543727,0.7449597624914404,0.7864948162458294,0.2993197278911564,0.013757606700796204
arz,Árabe egípcio,0.45224876738521186,0.5246621621621622,0.1645667488673952,0.029039651467473053,1.0,0.01239163211458726,0.01239163211458726,0.00943776187031994,0.0001327344593941073,0.028313740639442912,0.33432346019508663,0.30147031774114724,0.03618579576509871,0.40989743652945715,0.7293289564332825,0.747514661650982,0.3469387755102041,0.00614055665180975
arz,Árabe egípcio,0.44759303181738147,0.5246621621621622,0.16974501162426944,0.030819883829542184,1.0,0.06352085689156929,0.06352085689156929,0.01456580215673937,0.0004755343909640476,0.030481556970569375,0.33426014648583524,0.322794075840364,0.04072822291912991,0.36812180694175445,0.7254755114076064,0.7625044843251889,0.3061224489795918,0.011646359132870612
arz,Árabe egípcio,0.4632343830819311,0.5246621621621622,0.1706801991734085,0.031147027312735782,1.0,0.06352085689156929,0.06352085689156929,0.020826083910922808,0.001088623109354492,0.029013440019984463,0.3435809719179674,0.323533088607438,0.04435391456724769,0.31126433204040155,0.692979502540787,0.7520412175033846,0.2585034013605442,0.0042362941395631265
arz,Árabe egípcio,0.44174654758361287,0.5239864864864865,0.1756195232114916,0.032903484443380586,1.0,0.06352085689156929,0.06352085689156929,0.019551778883659623,0.000781393449722731,0.028370824890768417,0.33399713824116445,0.3194922013118792,0.04257972242545059,0.3833284118829421,0.7377532955475199,0.778855869785086,0.2993197278911564,0.0064165367260483885
arz,Árabe egípcio,0.4586820199574291,0.5246621621621622,0.17545104889313512,0.0328427815109991,1.0,0.06352085689156929,0.06352085689156929,0.02436843145234538,0.0012731096895807095,0.030339442750143754,0.3433990365427781,0.3224559314247511,0.04605234598765288,0.32337683922525884,0.7097943415751282,0.7629349831916972,0.272108843537415,0.007492859015579084
arz,Árabe egípcio,0.454667916996654,0.5246621621621622,0.16372370318997498,0.028754825180966084,1.0,0.012093227792436234,0.012093227792436234,0.009171466544843417,0.0001384287818283869,0.02907192648800182,0.3352914003656206,0.3289170220821139,0.03950281410689885,0.33911706483585047,0.7142333047615987,0.7641638030021256,0.27891156462585037,0.007658447060122267
