spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.6901206896551724,0.10950512789247357,0.6117908824997861,0.7684504968105587
5,0.7665172413793103,0.032325918220059605,0.7433942791123342,0.7896402036462864
7,0.773896551724138,0.052675679175892595,0.73621725879022,0.8115758446580559
12,0.7500344827586206,0.05560639898315862,0.7102588248256586,0.7898101406915826
