spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.6624310344827585,0.08791726471705266,0.5995431814346539,0.7253188875308632
5,0.7332931034482757,0.07743055694042311,0.6779064680476666,0.7886797388488848
7,0.8004137931034483,0.027481265913687214,0.780756245545322,0.8200713406615746
12,0.7274827586206898,0.10056877486577223,0.6555451891871873,0.7994203280541923
