spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.723285989829914,0.033416388940905324,0.6993830059975888,0.7471889736622391
5,0.7604243380676838,0.03509176222095208,0.7353229476541782,0.7855257284811895
7,0.7558477994038225,0.04136167976218897,0.7262614917874668,0.7854341070201782
12,0.7564089075924951,0.10962726400378461,0.6779917355964861,0.8348260795885042
