spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.7392586206896552,0.03404298592959751,0.7149074275156031,0.7636098138637073
5,0.7462931034482758,0.052070757498787694,0.7090465153494983,0.7835396915470534
7,0.7729827586206898,0.04772510477283435,0.7388446472347329,0.8071208700066467
12,0.7817931034482759,0.034892318735286115,0.7568343763974025,0.8067518304991493
