spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.6884827586206896,0.07407708453828818,0.6354948861968982,0.7414706310444811
5,0.8014310344827587,0.04975558241282345,0.7658405078078132,0.8370215611577041
7,0.8047586206896552,0.10178289750412937,0.7319525805830817,0.8775646607962287
12,0.840396551724138,0.0187382851940127,0.826992921283097,0.853800182165179
