spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.7171724137931036,0.07445824060772724,0.6639118976859535,0.7704329299002537
5,0.723448275862069,0.058500778869058065,0.6816022471377085,0.7652943045864294
7,0.715206896551724,0.10077001726689806,0.6431253769783964,0.7872884161250515
12,0.7525862068965516,0.05797765411149055,0.7111143730812982,0.7940580407118051
