spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,"0,664517241379311",0.05448092775428994,0.6255466411273256,0.7034878416312953
5,"0,765362068965517",0.04787004099032482,0.7311202836586732,0.7996038542723614
7,"0,775068965517242",0.059350661250603357,0.7326150098004888,0.8175229212339942
12,"0,788689655172414",0.1023582805546161,0.7154720394231968,0.8619072709216309
,,,,
,"0,748409482758621",,,
