spaces,accuracy_mean,accuracy_std,ci95_lower,ci95_upper
1,0.7036206896551724,0.007414015856940501,0.6983173906818918,0.7089239886284531
5,0.8072931034482759,0.008738297385323156,0.8010425363540036,0.8135436705425482
7,0.8225689655172413,0.008302340304892835,0.8166302416644259,0.8285076893700568
12,0.8181724137931035,0.005034692694935294,0.8145710618247449,0.821773765761462
