id,idioma,anomalia,exemplo,posicao,tamanho,media_utf8
3484,fr,wiki_markup,,0,5667,103.8158
3485,fr,standalone_number,10041074,152,5121,105.4214
3485,fr,wiki_markup,,0,5121,105.4214
3486,fr,standalone_number,18571918,247,7350,100.1517
3486,fr,wiki_markup,,0,7350,100.1517
3487,fr,standalone_number,20187,1403,8889,90.7059
3487,fr,wiki_markup,,0,8889,90.7059
3488,fr,excessive_whitespace,    ,126,6988,120.2426
3488,fr,standalone_number,141146,2759,6988,120.2426
3488,fr,wiki_markup,,0,6988,120.2426
3489,fr,standalone_number,19712000,1087,6742,102.71
3489,fr,wiki_markup,,0,6742,102.71
3490,fr,wiki_markup,,0,5151,112.8394
3490,fr,repeated_nonascii,Зелимхан,29,5151,112.8394
3491,fr,wiki_markup,,0,5390,148.8519
3492,fr,standalone_number,677678,3701,5462,93.9901
3492,fr,wiki_markup,,0,5462,93.9901
3493,fr,standalone_number,18601926,279,5374,97.2583
3493,fr,wiki_markup,,0,5374,97.2583
3494,fr,standalone_number,17331799,7104,7344,104.9084
3494,fr,wiki_markup,,0,7344,104.9084
3494,fr,repeated_nonascii,القادر,88,7344,104.9084
3495,fr,standalone_number,380388,499,5410,102.6409
3495,fr,wiki_markup,,0,5410,102.6409
3495,fr,repeated_nonascii,Чкаловская,2112,5410,102.6409
3496,fr,url,www.journals.elsevier.com/scandinavianjournalofmanagement,201,6066,95.1728
3496,fr,standalone_number,09565221,300,6066,95.1728
3496,fr,wiki_markup,,0,6066,95.1728
3497,fr,standalone_number,18201911,175,5104,109.9193
3497,fr,wiki_markup,,0,5104,109.9193
3498,fr,standalone_number,9782842283315,21084,23598,102.4125
3498,fr,wiki_markup,,0,23598,102.4125
3498,fr,repeated_nonascii,δράκων,1399,23598,102.4125
3499,fr,standalone_number,19131983,2138,6310,112.1796
3499,fr,wiki_markup,,0,6310,112.1796
3500,fr,standalone_number,20122013,6391,20859,96.3469
3500,fr,wiki_markup,,0,20859,96.3469
3501,fr,standalone_number,9782847340082,2730,8775,99.9313
3501,fr,wiki_markup,,0,8775,99.9313
3502,fr,wiki_markup,,0,11813,98.535
3503,fr,wiki_markup,,0,7438,102.7221
3504,fr,wiki_markup,,0,10168,104.1153
3505,fr,standalone_number,93100,3377,5020,97.3624
3505,fr,wiki_markup,,0,5020,97.3624
3506,fr,standalone_number,19081987,2936,5351,97.9714
3506,fr,wiki_markup,,0,5351,97.9714
3506,fr,repeated_nonascii,Фёдоров,2588,5351,97.9714
3507,fr,standalone_number,19412020,1573,5374,98.8232
3507,fr,wiki_markup,,0,5374,98.8232
3507,fr,repeated_nonascii,المالكية,2350,5374,98.8232
3508,fr,standalone_number,14871488,2302,8149,92.3019
3508,fr,wiki_markup,,0,8149,92.3019
3509,fr,standalone_number,17681844,3100,7097,100.9665
3509,fr,wiki_markup,,0,7097,100.9665
3510,fr,standalone_number,20002001,1694,5647,94.2247
3510,fr,wiki_markup,,0,5647,94.2247
3511,fr,wiki_markup,,0,11981,96.984
3512,fr,standalone_number,19091910,2106,6602,144.6
3512,fr,wiki_markup,,0,6602,144.6
3512,fr,repeated_nonascii,Леонид,4229,6602,144.6
3513,fr,standalone_number,18201823,667,6211,106.0726
3513,fr,wiki_markup,,0,6211,106.0726
3514,fr,wiki_markup,,0,9118,96.865
3515,fr,standalone_number,19942002,736,10729,91.8355
3515,fr,wiki_markup,,0,10729,91.8355
3516,fr,standalone_number,2910027147,6102,6703,97.3774
3516,fr,wiki_markup,,0,6703,97.3774
3517,fr,standalone_number,20152016,1514,5263,115.6236
3517,fr,wiki_markup,,0,5263,115.6236
3518,fr,standalone_number,18311832,293,15577,96.7044
3518,fr,wiki_markup,,0,15577,96.7044
3519,fr,standalone_number,19712000,1003,13241,100.9144
3519,fr,wiki_markup,,0,13241,100.9144
3520,fr,url,https://www.collectiviteslocales.gouv.fr/obtenirdessubventions,12903,15787,165.5102
3520,fr,standalone_number,2352675995,14233,15787,165.5102
3520,fr,wiki_markup,,0,15787,165.5102
3521,fr,url,"www.amr.ru),",2034,20227,117.1715
3521,fr,standalone_number,201203,13401,20227,117.1715
3521,fr,wiki_markup,,0,20227,117.1715
3522,fr,wiki_markup,,0,6415,96.7925
3523,fr,standalone_number,17621814,869,8488,99.4942
3523,fr,wiki_markup,,0,8488,99.4942
3524,fr,standalone_number,20012003,1885,6268,110.458
3524,fr,wiki_markup,,0,6268,110.458
3525,fr,standalone_number,19241972,2509,38595,109.0778
3525,fr,wiki_markup,,0,38595,109.0778
3526,fr,wiki_markup,,0,5153,115.5529
3527,fr,wiki_markup,,0,6826,95.4659
3528,fr,standalone_number,19712000,377,5027,102.6923
3528,fr,wiki_markup,,0,5027,102.6923
3529,fr,standalone_number,19712000,972,10433,98.5307
3529,fr,wiki_markup,,0,10433,98.5307
3530,fr,url,http://s.c.a.f.free.fr/,8295,9147,100.3319
3530,fr,standalone_number,12800,3990,9147,100.3319
3530,fr,wiki_markup,,0,9147,100.3319
3531,fr,url,https://anser.gouv.cd/),5064,5445,206.5748
3531,fr,wiki_markup,,0,5445,206.5748
3532,fr,standalone_number,2467000541,2716,5470,136.9263
3532,fr,wiki_markup,,0,5470,136.9263
3533,fr,wiki_markup,,0,6471,100.3693
3534,fr,standalone_number,189596,380,5278,98.2067
3534,fr,wiki_markup,,0,5278,98.2067
3535,fr,standalone_number,20132015,164,5648,96.7507
3535,fr,wiki_markup,,0,5648,96.7507
3536,fr,wiki_markup,,0,6637,106.1089
3537,fr,standalone_number,20112014,1242,4946,100.7818
3537,fr,wiki_markup,,0,4946,100.7818
3538,fr,standalone_number,00222933,5150,5253,157.0373
3538,fr,wiki_markup,,0,5253,157.0373
3539,fr,standalone_number,9781950192250,494,6033,128.9539
3539,fr,wiki_markup,,0,6033,128.9539
3540,fr,standalone_number,20112015,3881,5277,193.1514
3540,fr,wiki_markup,,0,5277,193.1514
3541,fr,wiki_markup,,0,11809,116.475
3542,fr,standalone_number,9791092566123,5237,5521,93.52
3542,fr,wiki_markup,,0,5521,93.52
3543,fr,standalone_number,20022003,3151,42839,94.3264
3543,fr,wiki_markup,,0,42839,94.3264
3544,fr,standalone_number,16941753,89,6993,111.9098
3544,fr,wiki_markup,,0,6993,111.9098
3545,fr,wiki_markup,,0,7106,126.0842
3545,fr,repeated_nonascii,東京地下鉄南北線,2588,7106,126.0842
3546,fr,standalone_number,19562008,237,8543,99.0609
3546,fr,wiki_markup,,0,8543,99.0609
3547,fr,standalone_number,95131,20324,20448,104.3978
3547,fr,wiki_markup,,0,20448,104.3978
3548,fr,standalone_number,12801300,1972,8654,103.7788
3548,fr,wiki_markup,,0,8654,103.7788
3549,fr,standalone_number,9782221109021,5748,5911,108.8075
3549,fr,wiki_markup,,0,5911,108.8075
3549,fr,repeated_nonascii,Περεγρῖνος,1293,5911,108.8075
3550,fr,wiki_markup,,0,7752,96.0239
3550,fr,repeated_nonascii,Дивеево,21,7752,96.0239
3551,fr,standalone_number,18131879,3418,14649,116.7613
3551,fr,wiki_markup,,0,14649,116.7613
3553,fr,standalone_number,20192020,13925,19504,99.1828
3553,fr,wiki_markup,,0,19504,99.1828
3554,fr,standalone_number,17921814,5567,5831,98.3003
3554,fr,wiki_markup,,0,5831,98.3003
3555,fr,url,www.eclm.fr,1459,7585,137.0356
3555,fr,wiki_markup,,0,7585,137.0356
3555,fr,repeated_nonascii,सुनखानी,2093,7585,137.0356
3556,fr,wiki_markup,,0,5527,139.4643
3557,fr,standalone_number,19921993,1203,5854,117.7983
3557,fr,wiki_markup,,0,5854,117.7983
3558,fr,wiki_markup,,0,9236,137.3337
3559,fr,wiki_markup,,0,5413,97.0745
3560,fr,wiki_markup,,0,5537,95.8803
3561,fr,standalone_number,18211899,979,5601,124.3262
3561,fr,wiki_markup,,0,5601,124.3262
3562,fr,standalone_number,19461954,1095,5977,112.4904
3562,fr,wiki_markup,,0,5977,112.4904
3563,fr,standalone_number,181819,5257,8287,104.4823
3563,fr,wiki_markup,,0,8287,104.4823
3564,fr,url,www.ryanadams.com,5549,5857,95.5301
3564,fr,standalone_number,20092010,2555,5857,95.5301
3564,fr,wiki_markup,,0,5857,95.5301
3565,fr,standalone_number,18411867,4228,7380,96.979
3565,fr,wiki_markup,,0,7380,96.979
3566,fr,standalone_number,19861991,1668,6413,94.003
3566,fr,wiki_markup,,0,6413,94.003
3567,fr,standalone_number,17501880,958,6630,96.0608
3567,fr,wiki_markup,,0,6630,96.0608
3568,fr,standalone_number,271318,2795,5383,132.6078
3568,fr,wiki_markup,,0,5383,132.6078
3569,fr,standalone_number,9782203011120,36394,39767,101.875
3569,fr,wiki_markup,,0,39767,101.875
3570,fr,standalone_number,17291769,18099,18274,95.902
3570,fr,wiki_markup,,0,18274,95.902
3571,fr,excessive_whitespace,     ,4179,4990,104.2764
3571,fr,standalone_number,565598,2341,4990,104.2764
3571,fr,wiki_markup,,0,4990,104.2764
3571,fr,repeated_nonascii,Кабиюк,705,4990,104.2764
3572,fr,wiki_markup,,0,9106,104.3519
3572,fr,repeated_nonascii,Джумабай,44,9106,104.3519
3573,fr,standalone_number,9782330111144,17038,19260,108.7051
3573,fr,wiki_markup,,0,19260,108.7051
3574,fr,standalone_number,9780061053306,4940,5066,99.0259
3574,fr,wiki_markup,,0,5066,99.0259
3575,fr,excessive_whitespace,    ,15641,15667,102.6969
3575,fr,standalone_number,16001876,13746,15667,102.6969
3575,fr,wiki_markup,,0,15667,102.6969
3576,fr,standalone_number,35741,1,8153,100.4627
3576,fr,wiki_markup,,0,8153,100.4627
3577,fr,standalone_number,125136,3541,7464,101.9037
3577,fr,wiki_markup,,0,7464,101.9037
3578,fr,wiki_markup,,0,5858,101.3262
3579,fr,wiki_markup,,0,5005,99.3199
3579,fr,repeated_nonascii,Τρίγωνο,4451,5005,99.3199
3580,fr,standalone_number,19432005,81,4941,96.865
3580,fr,wiki_markup,,0,4941,96.865
3580,fr,repeated_nonascii,французских,4630,4941,96.865
3581,fr,url,https://zenodo.org/record/2600245.YJwFAy3pOV4,5001,5163,99.5733
3581,fr,standalone_number,270274,4671,5163,99.5733
3581,fr,wiki_markup,,0,5163,99.5733
3582,fr,standalone_number,2035604028,3456,5296,99.4511
3582,fr,wiki_markup,,0,5296,99.4511
3583,fr,excessive_whitespace,      ,5347,69844,140.9573
3583,fr,standalone_number,18151891,2024,69844,140.9573
3583,fr,wiki_markup,,0,69844,140.9573
3584,fr,wiki_markup,,0,9014,112.5758
3585,fr,standalone_number,20172018,1003,5378,92.2588
3585,fr,wiki_markup,,0,5378,92.2588
3586,fr,wiki_markup,,0,4906,99.0616
3587,fr,wiki_markup,,0,9671,102.8075
3588,fr,standalone_number,194044,1237,5792,100.8191
3588,fr,wiki_markup,,0,5792,100.8191
3589,fr,url,www.fondationgiacometti.fr,4378,5964,124.2921
3589,fr,wiki_markup,,0,5964,124.2921
3589,fr,repeated_nonascii,العرايش,4590,5964,124.2921
3590,fr,standalone_number,19846,4416,5317,101.6573
3590,fr,wiki_markup,,0,5317,101.6573
3591,fr,standalone_number,18381844,5519,8088,98.9389
3591,fr,wiki_markup,,0,8088,98.9389
3592,fr,standalone_number,18401910,386,25698,95.7164
3592,fr,wiki_markup,,0,25698,95.7164
3593,fr,url,https://doi.org/10.3390/cancers16122185,5992,6513,97.2692
3593,fr,standalone_number,226236,6174,6513,97.2692
3593,fr,wiki_markup,,0,6513,97.2692
3594,fr,standalone_number,18891940,6384,6791,94.9847
3594,fr,wiki_markup,,0,6791,94.9847
3595,fr,standalone_number,18591914,5465,6013,93.4703
3595,fr,wiki_markup,,0,6013,93.4703
3596,fr,wiki_markup,,0,7077,165.1831
3597,fr,wiki_markup,,0,5286,107.9765
3597,fr,repeated_nonascii,المرهقون,660,5286,107.9765
3598,fr,standalone_number,18461979,945,4905,105.2375
3598,fr,wiki_markup,,0,4905,105.2375
3599,fr,standalone_number,20112012,6026,7523,152.8917
3599,fr,wiki_markup,,0,7523,152.8917
3599,fr,repeated_nonascii,המבורך,937,7523,152.8917
3600,fr,standalone_number,17761856,4140,4940,94.9516
3600,fr,wiki_markup,,0,4940,94.9516
3601,fr,url,https://www.discogs.com/fr/EricClaptonReptile/release/1956808,5292,5561,101.4934
3601,fr,standalone_number,15459,2424,5561,101.4934
3601,fr,wiki_markup,,0,5561,101.4934
3602,fr,standalone_number,9780813026275,6031,6937,95.9304
3602,fr,wiki_markup,,0,6937,95.9304
3602,fr,repeated_nonascii,Восток,18,6937,95.9304
3603,fr,standalone_number,18891940,1166,5678,97.6795
3603,fr,wiki_markup,,0,5678,97.6795
3604,fr,standalone_number,364457,352,7295,102.8769
3604,fr,wiki_markup,,0,7295,102.8769
3605,fr,wiki_markup,,0,7148,97.3395
3606,fr,standalone_number,9782897810122,2580,6210,100.0449
3606,fr,wiki_markup,,0,6210,100.0449
3607,fr,url,http://bbmrieric.eu/,4044,7336,108.7323
3607,fr,standalone_number,20242025,1167,7336,108.7323
3607,fr,wiki_markup,,0,7336,108.7323
3608,fr,standalone_number,193016,2386,5100,958.3825
3608,fr,wiki_markup,,0,5100,958.3825
3608,fr,repeated_nonascii,大人の見る絵本　生れてはみたけれど,379,5100,958.3825
3609,fr,wiki_markup,,0,5555,136.3435
3609,fr,repeated_nonascii,Λάδωνα,41,5555,136.3435
3610,fr,standalone_number,16161619,2376,5378,105.2934
3610,fr,wiki_markup,,0,5378,105.2934
3611,fr,standalone_number,19101959,3912,7053,96.9725
3611,fr,wiki_markup,,0,7053,96.9725
3612,fr,wiki_markup,,0,5141,93.5122
3613,fr,standalone_number,160368,5802,6555,102.3619
3613,fr,wiki_markup,,0,6555,102.3619
3614,fr,excessive_whitespace,    ,3276,10101,87.2315
3614,fr,standalone_number,482489,9749,10101,87.2315
3614,fr,wiki_markup,,0,10101,87.2315
3615,fr,url,www.miningtechnology.com,6766,6853,106.9218
3615,fr,standalone_number,9782213592770,4647,6853,106.9218
3615,fr,wiki_markup,,0,6853,106.9218
3616,fr,wiki_markup,,0,7984,91.1781
3617,fr,wiki_markup,,0,5387,93.2927
3618,fr,standalone_number,2662891998,363,5843,113.1468
3618,fr,wiki_markup,,0,5843,113.1468
3619,fr,standalone_number,159176,5771,6138,93.3271
3619,fr,wiki_markup,,0,6138,93.3271
3620,fr,standalone_number,11641169,122,7810,107.6341
3620,fr,wiki_markup,,0,7810,107.6341
3621,fr,standalone_number,18891891,1104,5657,100.53
3621,fr,wiki_markup,,0,5657,100.53
3622,fr,standalone_number,19322013,3001,123804,111.0711
3622,fr,wiki_markup,,0,123804,111.0711
3623,fr,standalone_number,18711973,586,5655,106.7913
3623,fr,wiki_markup,,0,5655,106.7913
3623,fr,repeated_nonascii,Георги,38,5655,106.7913
3624,fr,standalone_number,19602000,1545,5428,114.9842
3624,fr,wiki_markup,,0,5428,114.9842
3625,fr,standalone_number,19141918,923,13165,101.1106
3625,fr,wiki_markup,,0,13165,101.1106
3626,fr,url,http://www.saintsimon.net,118640,118966,104.7922
3626,fr,standalone_number,17251730,44539,118966,104.7922
3626,fr,wiki_markup,,0,118966,104.7922
3627,fr,wiki_markup,,0,5313,108.8854
3627,fr,repeated_nonascii,プッチベスト,2040,5313,108.8854
3628,fr,standalone_number,19401944,1408,13035,104.5605
3628,fr,wiki_markup,,0,13035,104.5605
3629,fr,standalone_number,41429,4529,5140,106.3992
3629,fr,wiki_markup,,0,5140,106.3992
3630,fr,wiki_markup,,0,5254,95.6989
3631,fr,excessive_whitespace,                      ,246,5059,99.1396
3631,fr,standalone_number,305352,789,5059,99.1396
3631,fr,wiki_markup,,0,5059,99.1396
3632,fr,standalone_number,16045,1968,6456,98.2243
3632,fr,wiki_markup,,0,6456,98.2243
3633,fr,standalone_number,20182020,2114,6423,93.9497
3633,fr,wiki_markup,,0,6423,93.9497
3634,fr,wiki_markup,,0,5205,120.0158
3635,fr,wiki_markup,,0,5311,124.4696
3636,fr,wiki_markup,,0,6047,141.1591
3637,fr,standalone_number,18851944,1820,5123,100.9891
3637,fr,wiki_markup,,0,5123,100.9891
3638,fr,wiki_markup,,0,6356,143.6278
3639,fr,standalone_number,20082009,2644,5880,126.182
3639,fr,wiki_markup,,0,5880,126.182
3640,fr,wiki_markup,,0,5503,98.8639
3641,fr,wiki_markup,,0,8263,93.0631
3642,fr,standalone_number,19712000,2321,13795,106.8203
3642,fr,wiki_markup,,0,13795,106.8203
3643,fr,standalone_number,20172018,942,9267,117.7491
3643,fr,wiki_markup,,0,9267,117.7491
3643,fr,repeated_nonascii,ტაბიძე,34,9267,117.7491
3644,fr,standalone_number,173175,5994,6221,132.8774
3644,fr,wiki_markup,,0,6221,132.8774
3645,fr,excessive_whitespace,     ,3463,4884,99.9898
3645,fr,standalone_number,20172018,1978,4884,99.9898
3645,fr,wiki_markup,,0,4884,99.9898
3646,fr,standalone_number,2037203365,3335,5902,106.6134
3646,fr,wiki_markup,,0,5902,106.6134
3647,fr,standalone_number,2890191567,990,5327,101.1494
3647,fr,wiki_markup,,0,5327,101.1494
3648,fr,standalone_number,18451872,479,30671,96.2466
3648,fr,wiki_markup,,0,30671,96.2466
3649,fr,standalone_number,16001601,6193,6352,96.8081
3649,fr,wiki_markup,,0,6352,96.8081
3650,fr,standalone_number,20072008,1736,14213,97.395
3650,fr,wiki_markup,,0,14213,97.395
3651,fr,wiki_markup,,0,5129,101.4913
3651,fr,repeated_nonascii,Шупковац,4486,5129,101.4913
3652,fr,standalone_number,15741630,2256,7929,106.2326
3652,fr,wiki_markup,,0,7929,106.2326
3653,fr,standalone_number,16521714,25,8129,147.6824
3653,fr,wiki_markup,,0,8129,147.6824
3653,fr,repeated_nonascii,ལི་ཐང་དགོན་པ་།,4259,8129,147.6824
3654,fr,standalone_number,20152016,1277,5463,133.0489
3654,fr,wiki_markup,,0,5463,133.0489
3655,fr,standalone_number,18121813,18165,41894,95.409
3655,fr,wiki_markup,,0,41894,95.409
3656,fr,standalone_number,20082013,658,5533,96.3445
3656,fr,wiki_markup,,0,5533,96.3445
3657,fr,url,www.keikoito.com,10275,10672,126.1272
3657,fr,standalone_number,316033,5930,10672,126.1272
3657,fr,wiki_markup,,0,10672,126.1272
3658,fr,standalone_number,20192020,3618,5580,99.4688
3658,fr,wiki_markup,,0,5580,99.4688
3659,fr,standalone_number,9780761425670,12873,13070,107.267
3659,fr,wiki_markup,,0,13070,107.267
3660,fr,wiki_markup,,0,5415,98.4927
3661,fr,standalone_number,19881993,4076,14080,94.2629
3661,fr,wiki_markup,,0,14080,94.2629
3662,fr,wiki_markup,,0,4996,97.99
3663,fr,wiki_markup,,0,6518,100.8225
3664,fr,wiki_markup,,0,9143,119.0952
3665,fr,standalone_number,19712000,3010,30260,97.2725
3665,fr,wiki_markup,,0,30260,97.2725
3666,fr,standalone_number,20192020,303,25659,92.083
3666,fr,wiki_markup,,0,25659,92.083
3667,fr,wiki_markup,,0,5173,95.1958
3668,fr,standalone_number,19712000,686,8579,97.8865
3668,fr,wiki_markup,,0,8579,97.8865
3669,fr,standalone_number,20182019,2417,6457,99.9803
3669,fr,wiki_markup,,0,6457,99.9803
3670,fr,standalone_number,19712000,369,5994,96.9196
3670,fr,wiki_markup,,0,5994,96.9196
3671,fr,standalone_number,18201866,2636,8517,100.5304
3671,fr,wiki_markup,,0,8517,100.5304
3672,fr,standalone_number,155270,1026,6430,101.9537
3672,fr,wiki_markup,,0,6430,101.9537
3673,fr,wiki_markup,,0,8025,98.1362
3674,fr,standalone_number,19732015,1540,7855,92.8496
3674,fr,wiki_markup,,0,7855,92.8496
3675,fr,excessive_whitespace,                               ,2547,6505,127.8829
3675,fr,wiki_markup,,0,6505,127.8829
3676,fr,url,"www.theatredespleiades.com,",4096,5034,96.4372
3676,fr,wiki_markup,,0,5034,96.4372
3677,fr,wiki_markup,,0,5504,109.113
3678,fr,standalone_number,20192020,5960,8498,116.2545
3678,fr,wiki_markup,,0,8498,116.2545
3679,fr,standalone_number,9780810871717,1068,6060,109.5114
3679,fr,wiki_markup,,0,6060,109.5114
3680,fr,standalone_number,412414,4563,5079,96.8793
3680,fr,wiki_markup,,0,5079,96.8793
3681,fr,standalone_number,19301990,5635,7548,99.8378
3681,fr,wiki_markup,,0,7548,99.8378
3682,fr,url,http://www.icddrb.org/),13299,13810,102.6117
3682,fr,wiki_markup,,0,13810,102.6117
3683,fr,standalone_number,9782907891851,12644,14148,104.741
3683,fr,wiki_markup,,0,14148,104.741
3684,fr,wiki_markup,,0,5213,96.9095
3685,fr,standalone_number,18891940,442,7391,97.8213
3685,fr,wiki_markup,,0,7391,97.8213
3686,fr,excessive_whitespace,       ,2569,5566,110.7817
3686,fr,wiki_markup,,0,5566,110.7817
3687,fr,excessive_whitespace,    ,4676,7824,107.4948
3687,fr,wiki_markup,,0,7824,107.4948
3688,fr,excessive_whitespace,    ,8755,8776,98.5695
3688,fr,standalone_number,20132019,1335,8776,98.5695
3688,fr,wiki_markup,,0,8776,98.5695
3689,fr,standalone_number,19691974,4921,7967,93.5736
3689,fr,wiki_markup,,0,7967,93.5736
3690,fr,standalone_number,18131814,645,4862,102.5146
3690,fr,wiki_markup,,0,4862,102.5146
3691,fr,wiki_markup,,0,6111,92.4752
3692,fr,standalone_number,2738456626,5279,5955,96.3693
3692,fr,wiki_markup,,0,5955,96.3693
3693,fr,wiki_markup,,0,5622,96.5694
3694,fr,wiki_markup,,0,4907,92.5288
3695,fr,wiki_markup,,0,6955,133.1203
3696,fr,wiki_markup,,0,21132,100.7075
3697,fr,standalone_number,31661,3604,9313,98.8293
3697,fr,wiki_markup,,0,9313,98.8293
3698,fr,standalone_number,0553050737,5391,7652,96.5697
3698,fr,wiki_markup,,0,7652,96.5697
3699,fr,wiki_markup,,0,12430,98.2195
3700,fr,html_tag,<Guo Jingming>,5054,8382,299.617
3700,fr,standalone_number,18481850,1543,8382,299.617
3700,fr,wiki_markup,,0,8382,299.617
3700,fr,repeated_nonascii,梦里花落知多少,6874,8382,299.617
3701,fr,standalone_number,19712000,2084,11600,96.46
3701,fr,wiki_markup,,0,11600,96.46
3702,fr,url,http://www.enjoyukraine.info/article/BridgeofLovers.html,1385,6904,101.2294
3702,fr,standalone_number,20162017,4174,6904,101.2294
3702,fr,wiki_markup,,0,6904,101.2294
3702,fr,repeated_nonascii,Парковий,32,6904,101.2294
3703,fr,wiki_markup,,0,7687,92.6032
3704,fr,standalone_number,187716,2649,7234,97.6447
3704,fr,wiki_markup,,0,7234,97.6447
3705,fr,standalone_number,18891891,4365,7107,98.0726
3705,fr,wiki_markup,,0,7107,98.0726
3706,fr,wiki_markup,,0,5984,141.6544
3706,fr,repeated_nonascii,いざなぎ景気,17,5984,141.6544
3707,fr,standalone_number,19611979,4267,10434,101.0937
3707,fr,wiki_markup,,0,10434,101.0937
3708,fr,wiki_markup,,0,6160,100.2953
3709,fr,excessive_whitespace,      ,1314,6426,98.6478
3709,fr,wiki_markup,,0,6426,98.6478
3710,fr,wiki_markup,,0,8049,97.7823
3710,fr,repeated_nonascii,Макси́м,33,8049,97.7823
3711,fr,wiki_markup,,0,7330,98.622
3712,fr,wiki_markup,,0,5015,96.411
3713,fr,standalone_number,9782253079453,45039,45909,97.9821
3713,fr,wiki_markup,,0,45909,97.9821
3714,fr,wiki_markup,,0,5928,120.0428
3715,fr,standalone_number,19971998,4055,7027,177.7908
3715,fr,wiki_markup,,0,7027,177.7908
3716,fr,wiki_markup,,0,5491,111.5708
3717,fr,standalone_number,540562,5278,5419,102.5383
3717,fr,wiki_markup,,0,5419,102.5383
3717,fr,repeated_nonascii,ნოქალაქევი,3290,5419,102.5383
3718,fr,standalone_number,19712000,1090,7545,94.98
3718,fr,wiki_markup,,0,7545,94.98
3719,fr,standalone_number,19362022,44,6333,93.8129
3719,fr,wiki_markup,,0,6333,93.8129
3720,fr,standalone_number,16201689,262,5384,95.3265
3720,fr,wiki_markup,,0,5384,95.3265
3721,fr,url,www.ndl.go.jp,2933,5439,130.5054
3721,fr,standalone_number,183122,56,5439,130.5054
3721,fr,wiki_markup,,0,5439,130.5054
3721,fr,repeated_nonascii,Виліте,5073,5439,130.5054
3722,fr,wiki_markup,,0,8195,94.3491
3723,fr,excessive_whitespace,                                           ,2675,5928,95.9742
3723,fr,standalone_number,19191938,1298,5928,95.9742
3723,fr,wiki_markup,,0,5928,95.9742
3724,fr,standalone_number,19901991,1177,4939,104.1071
3724,fr,wiki_markup,,0,4939,104.1071
3725,fr,url,www.revuetexto.net,7588,16421,152.8112
3725,fr,standalone_number,39162,6918,16421,152.8112
3725,fr,wiki_markup,,0,16421,152.8112
3726,fr,standalone_number,248253,7001,7194,96.3657
3726,fr,wiki_markup,,0,7194,96.3657
3727,fr,wiki_markup,,0,6004,92.1895
3728,fr,standalone_number,18481856,301,5825,102.7755
3728,fr,wiki_markup,,0,5825,102.7755
3729,fr,standalone_number,18245,19,5785,93.5039
3729,fr,wiki_markup,,0,5785,93.5039
3730,fr,standalone_number,0971049335,4663,4945,91.9984
3730,fr,wiki_markup,,0,4945,91.9984
3731,fr,standalone_number,19231924,5510,6322,108.9448
3731,fr,wiki_markup,,0,6322,108.9448
3732,fr,standalone_number,105368,3293,7822,93.5114
3732,fr,wiki_markup,,0,7822,93.5114
3733,fr,standalone_number,154690199,3165,5580,94.8971
3733,fr,wiki_markup,,0,5580,94.8971
3733,fr,repeated_nonascii,Крежбинац,3761,5580,94.8971
3734,fr,wiki_markup,,0,5504,97.2951
3735,fr,wiki_markup,,0,5287,102.0501
3736,fr,standalone_number,552562,3049,5042,101.3854
3736,fr,wiki_markup,,0,5042,101.3854
3737,fr,excessive_whitespace,    ,4016,33514,97.4152
3737,fr,standalone_number,1000000,4074,33514,97.4152
3737,fr,wiki_markup,,0,33514,97.4152
3738,fr,standalone_number,18651902,49,5053,104.8506
3738,fr,wiki_markup,,0,5053,104.8506
3739,fr,standalone_number,91100,4856,6281,942.3977
3739,fr,wiki_markup,,0,6281,942.3977
3739,fr,repeated_nonascii,岡山県第二岡山中学校,501,6281,942.3977
3741,fr,standalone_number,19391945,358,5383,115.747
3741,fr,wiki_markup,,0,5383,115.747
3742,fr,standalone_number,19712000,764,6772,98.4225
3742,fr,wiki_markup,,0,6772,98.4225
3743,fr,standalone_number,199209,3194,9351,97.9418
3743,fr,wiki_markup,,0,9351,97.9418
3744,fr,standalone_number,19712000,744,14302,98.3572
3744,fr,wiki_markup,,0,14302,98.3572
3745,fr,standalone_number,18081894,602,5473,94.046
3745,fr,wiki_markup,,0,5473,94.046
3746,fr,wiki_markup,,0,6592,99.2078
3747,fr,standalone_number,18521853,15581,17526,169.1791
3747,fr,wiki_markup,,0,17526,169.1791
3748,fr,wiki_markup,,0,5309,440.0584
3748,fr,repeated_nonascii,いつまでも好きでいたくて,2070,5309,440.0584
3749,fr,excessive_whitespace,    ,2672,14018,105.3061
3749,fr,wiki_markup,,0,14018,105.3061
3750,fr,standalone_number,19431947,1137,8411,99.2899
3750,fr,wiki_markup,,0,8411,99.2899
3751,fr,standalone_number,9782918945994,4917,5413,115.0185
3751,fr,wiki_markup,,0,5413,115.0185
3752,fr,standalone_number,253255,1966,6117,99.426
3752,fr,wiki_markup,,0,6117,99.426
3753,fr,url,https://failedarchitecture.com/thevalueofawarscarredruininbeirut/,7957,8165,116.5382
3753,fr,standalone_number,19751990,5860,8165,116.5382
3753,fr,wiki_markup,,0,8165,116.5382
3754,fr,wiki_markup,,0,8695,96.0489
3755,fr,standalone_number,17551809,367,4960,96.7419
3755,fr,wiki_markup,,0,4960,96.7419
3756,fr,standalone_number,18861948,5200,6716,104.303
3756,fr,wiki_markup,,0,6716,104.303
3757,fr,url,www.city.yamatokoriyama.nara.jp,3127,6055,170.4697
